Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,CompanyTenureShare,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationFieldBucket_Health_Sciences,EducationFieldBucket_Other_Field,EducationFieldBucket_Technical,JobRoleBucket_Management_Admin,JobRoleBucket_Manufacturing,JobRoleBucket_Research_Lab,JobRoleBucket_Sales,MaritalStatus_Married,MaritalStatus_Single
0,0.7166099028849382,-0.8916882501868245,0.2546249253678617,1,0.3796721288811475,1.1532535902386967,-0.6780493930322936,0,-0.3305890744344257,1.1914379855160337,-0.9320143892374165,-1.4501666878357553,2.4833959938131165,0.33809616377248186,-2.045965258396027,False,True,True,False,True,False,False,False,False,True,False,False,True
1,-0.3939381836990763,-1.8684257522543597,-0.6605306743650393,1,0.3796721288811475,-1.5679065665042957,-0.27759434772997477,0,-1.1505541015749308,0.26623257679518353,-0.9320143892374165,-0.42164245835933756,-0.6201892226844657,0.33809616377248186,-0.48310644448525547,False,True,True,False,True,False,False,False,False,True,False,False,True
0,-0.5173324155417446,0.08504925188071055,0.2546249253678617,0,0.3796721288811475,0.24620020465769926,0.523315742874663,0,-1.1505541015749308,1.1914379855160337,0.24198831185855807,1.8925370579626022,0.1557070814399298,-1.0778621289498782,-0.2226299755001269,False,True,True,False,False,True,False,True,False,False,False,False,False
1,0.8400041347276065,-1.8684257522543597,-0.6605306743650393,0,-2.432005601372186,-1.5679065665042957,-0.6780493930322936,1,1.855984331273588,-0.6589728319256667,-0.9320143892374165,-0.16451140099023315,1.707499689688721,0.33809616377248186,1.1507914064214602,True,False,True,False,True,False,False,False,False,True,False,False,True
0,-0.14714972001373974,1.0617867539482457,0.2546249253678617,1,0.3796721288811475,-0.6608531809232983,-1.0785044383346125,0,-1.1505541015749308,1.1914379855160337,0.24198831185855807,-0.16451140099023315,-0.6201892226844657,0.33809616377248186,0.8311157399397118,False,True,False,True,False,False,False,False,False,False,True,True,False
0,-0.270543951856408,1.0617867539482457,-1.5756862740979403,0,-1.0261667362455194,1.1532535902386967,0.12286069757234411,0,-0.3305890744344257,1.1914379855160337,0.24198831185855807,1.6354060005934978,0.9316033855643254,0.33809616377248186,1.0484951931473008,False,True,True,False,True,False,False,False,False,False,False,True,False
0,-0.8875151110697495,1.0617867539482457,-0.6605306743650393,0,0.3796721288811475,-1.5679065665042957,0.12286069757234411,0,-0.8772324258614291,1.1914379855160337,-0.9320143892374165,1.3782749432243935,-0.6201892226844657,-1.0778621289498782,-1.7401885339352239,False,True,False,True,False,False,False,True,False,False,False,False,True
0,-0.8875151110697495,0.08504925188071055,0.2546249253678617,1,0.3796721288811475,1.1532535902386967,0.523315742874663,0,-1.1505541015749308,1.1914379855160337,-0.9320143892374165,-0.5502079870438897,0.1557070814399298,0.33809616377248186,-1.6064112169836224,False,True,True,False,True,False,False,False,False,True,False,False,True
0,0.09963874367159682,1.0617867539482457,1.1697805251007627,1,0.3796721288811475,1.1532535902386967,-0.27759434772997477,1,-0.6039107501479274,1.1914379855160337,-0.9320143892374165,-0.2930769296747854,1.707499689688721,1.754054456494842,-0.6393923258763324,False,True,True,False,False,True,False,False,False,False,False,True,False
0,-0.02375548817107146,-0.8916882501868245,1.1697805251007627,1,-1.0261667362455194,0.24620020465769926,-0.6780493930322936,0,-0.6039107501479274,-1.584178240646517,-0.9320143892374165,-0.16451140099023315,1.707499689688721,0.33809616377248186,1.1507914064214602,False,True,True,False,True,False,False,False,False,True,False,False,True
1,-0.5173324155417446,0.08504925188071055,1.1697805251007627,1,0.3796721288811475,1.1532535902386967,0.12286069757234411,0,-0.3305890744344257,0.26623257679518353,0.24198831185855807,0.9925783571707368,2.4833959938131165,1.754054456494842,-1.8701436418310649,False,True,False,True,False,False,True,False,False,False,True,True,False
1,-1.0109093429124179,0.08504925188071055,-0.6605306743650393,1,0.3796721288811475,1.1532535902386967,-0.27759434772997477,1,0.21605427699257776,-1.584178240646517,0.24198831185855807,-0.678773515728442,-0.6201892226844657,-1.0778621289498782,-1.0412703065962452,False,True,True,False,True,False,False,False,False,True,False,True,False
0,-0.8875151110697495,-0.8916882501868245,1.1697805251007627,0,1.7855109940078144,0.24620020465769926,-0.6780493930322936,0,-0.8772324258614291,1.1914379855160337,1.4159910129545328,-0.678773515728442,0.1557070814399298,-1.0778621289498782,0.4657721211034274,False,True,True,False,True,False,False,False,False,True,False,False,False
1,-0.7641208792270812,-0.8916882501868245,-1.5756862740979403,1,-1.0261667362455194,0.24620020465769926,-0.6780493930322936,1,-0.3305890744344257,0.26623257679518353,-0.9320143892374165,-1.0644701017820986,-0.6201892226844657,0.33809616377248186,0.5913589900784001,False,True,False,True,False,False,False,False,False,False,True,True,False
0,-0.8875151110697495,0.08504925188071055,1.1697805251007627,0,0.3796721288811475,1.1532535902386967,-0.6780493930322936,0,-0.6039107501479274,-1.584178240646517,-0.9320143892374165,-1.193035630466651,0.1557070814399298,0.33809616377248186,0.2983229624701303,False,True,False,True,False,False,False,False,False,False,True,True,False
0,-0.5173324155417446,1.0617867539482457,-0.6605306743650393,0,-1.0261667362455194,-1.5679065665042957,2.5255909693862573,1,-0.3305890744344257,1.1914379855160337,0.24198831185855807,-0.678773515728442,0.1557070814399298,1.754054456494842,-1.5436177824961361,False,True,True,False,True,False,False,False,False,True,False,True,False
0,-1.0109093429124179,0.08504925188071055,0.2546249253678617,0,1.7855109940078144,-1.5679065665042957,-0.27759434772997477,0,1.036019304133083,-1.584178240646517,1.4159910129545328,-0.16451140099023315,0.1557070814399298,0.33809616377248186,-0.44758692598728334,True,False,False,True,True,False,False,False,False,False,True,True,False
0,-0.6407266473844129,-0.8916882501868245,0.2546249253678617,1,0.3796721288811475,1.1532535902386967,-0.6780493930322936,0,-0.8772324258614291,0.26623257679518353,0.24198831185855807,-1.3216011591512031,0.1557070814399298,0.33809616377248186,-0.2877490927464089,False,True,True,False,False,True,False,False,False,True,False,False,False
0,-0.8875151110697495,1.0617867539482457,1.1697805251007627,0,0.3796721288811475,-1.5679065665042957,-0.6780493930322936,0,-0.6039107501479274,1.1914379855160337,0.24198831185855807,-1.3216011591512031,2.4833959938131165,0.33809616377248186,-0.2877490927464089,False,True,True,False,True,False,False,False,False,True,False,False,False
1,1.950552221311621,0.08504925188071055,-1.5756862740979403,1,-2.432005601372186,0.24620020465769926,-0.6780493930322936,0,-0.8772324258614291,0.26623257679518353,-0.9320143892374165,-1.3216011591512031,-0.6201892226844657,-1.0778621289498782,-0.2877490927464089,False,True,True,False,True,False,False,False,False,True,False,False,True
0,-0.14714972001373974,0.08504925188071055,1.1697805251007627,1,0.3796721288811475,0.24620020465769926,-0.6780493930322936,0,-0.057267398720923963,1.1914379855160337,-0.9320143892374165,-0.2930769296747854,-2.171981830933257,0.33809616377248186,1.1188238397732855,True,False,False,True,True,False,False,False,False,False,True,False,True
0,-1.0109093429124179,-0.8916882501868245,0.2546249253678617,0,0.3796721288811475,1.1532535902386967,-0.6780493930322936,0,2.1293060069870897,1.1914379855160337,-0.9320143892374165,0.09261965637887129,-0.6201892226844657,0.33809616377248186,1.1999722781878834,True,False,True,False,True,False,False,False,False,True,False,False,True
1,0.3464272073569334,0.08504925188071055,-0.6605306743650393,0,0.3796721288811475,0.24620020465769926,-0.6780493930322936,0,-0.8772324258614291,1.1914379855160337,-0.9320143892374165,1.5068404719089457,-2.171981830933257,0.33809616377248186,1.1774310452949392,False,True,True,False,False,False,True,False,False,True,False,True,False
0,1.7037637576262845,1.0617867539482457,-0.6605306743650393,1,0.3796721288811475,0.24620020465769926,-1.0785044383346125,0,1.3093409798465847,0.26623257679518353,-0.9320143892374165,-0.16451140099023315,-0.6201892226844657,0.33809616377248186,0.8311157399397118,False,False,False,True,False,False,False,False,False,False,True,False,True
0,1.2101868302556114,-0.8916882501868245,-0.6605306743650393,1,0.3796721288811475,-0.6608531809232983,0.523315742874663,0,1.5826626555600865,-1.584178240646517,-0.9320143892374165,-0.42164245835933756,-1.3960855268088614,0.33809616377248186,-1.655250554918334,False,True,True,False,True,False,False,False,False,True,False,True,False
0,-0.5173324155417446,1.0617867539482457,-1.5756862740979403,1,0.3796721288811475,1.1532535902386967,0.523315742874663,1,1.5826626555600865,0.26623257679518353,-0.9320143892374165,0.34975071374797573,0.9316033855643254,0.33809616377248186,0.0638941403835146,True,False,False,True,False,False,False,False,False,False,True,False,True
0,-0.14714972001373974,-1.8684257522543597,1.1697805251007627,1,1.7855109940078144,1.1532535902386967,-0.6780493930322936,0,1.036019304133083,1.1914379855160337,-0.9320143892374165,-1.3216011591512031,-0.6201892226844657,0.33809616377248186,-0.2877490927464089,False,True,True,False,True,False,False,False,False,True,False,True,False
1,-1.0109093429124179,-0.8916882501868245,-1.5756862740979403,1,-1.0261667362455194,0.24620020465769926,2.5255909693862573,1,-0.6039107501479274,1.1914379855160337,-0.9320143892374165,1.5068404719089457,-0.6201892226844657,0.33809616377248186,-1.8994472445918922,False,True,True,False,True,False,False,False,False,True,False,False,True
1,-0.5173324155417446,1.0617867539482457,0.2546249253678617,1,0.3796721288811475,0.24620020465769926,-0.6780493930322936,1,-0.6039107501479274,0.26623257679518353,-0.9320143892374165,-1.193035630466651,0.1557070814399298,-1.0778621289498782,0.2983229624701303,False,True,True,False,False,False,True,False,False,True,False,False,True
0,-1.0109093429124179,2.038524256015781,-0.6605306743650393,0,0.3796721288811475,-1.5679065665042957,0.9237707881769818,1,1.5826626555600865,0.26623257679518353,0.24198831185855807,-0.2930769296747854,-0.6201892226844657,-1.0778621289498782,-0.6393923258763324,False,True,False,True,False,False,False,False,False,False,True,False,False
0,0.2230329755142651,-0.8916882501868245,0.2546249253678617,1,-1.0261667362455194,-1.5679065665042957,-0.27759434772997477,1,-0.6039107501479274,0.26623257679518353,0.24198831185855807,-0.16451140099023315,0.1557070814399298,0.33809616377248186,-0.767262592469032,False,False,True,False,True,False,False,False,False,False,False,True,False
0,1.7037637576262845,0.08504925188071055,0.2546249253678617,0,-1.0261667362455194,1.1532535902386967,1.7246808787816195,1,1.036019304133083,0.26623257679518353,0.24198831185855807,-0.8073390444129942,-0.6201892226844657,-1.0778621289498782,-0.8738211479629483,False,True,False,True,False,False,False,False,False,False,True,True,False
0,-1.0109093429124179,-0.8916882501868245,-1.5756862740979403,0,0.3796721288811475,1.1532535902386967,-0.6780493930322936,1,-0.8772324258614291,0.26623257679518353,-0.9320143892374165,0.4783162424325279,-1.3960855268088614,0.33809616377248186,1.2506900521970068,True,False,True,False,True,False,False,False,False,True,False,False,True
0,1.0867925984129432,2.038524256015781,-0.6605306743650393,1,0.3796721288811475,-1.5679065665042957,-0.6780493930322936,0,1.855984331273588,1.1914379855160337,0.24198831185855807,-0.2930769296747854,0.1557070814399298,-1.0778621289498782,1.1188238397732855,True,False,False,True,True,False,False,False,False,False,True,True,False
0,1.7037637576262845,1.0617867539482457,0.2546249253678617,0,0.3796721288811475,-1.5679065665042957,0.12286069757234411,1,-0.057267398720923963,0.26623257679518353,0.24198831185855807,-0.9359045730975464,0.1557070814399298,0.33809616377248186,-0.6393923258763324,False,True,True,False,True,False,False,False,False,True,False,True,False
0,-0.270543951856408,1.0617867539482457,1.1697805251007627,1,0.3796721288811475,1.1532535902386967,0.12286069757234411,0,1.855984331273588,1.1914379855160337,0.24198831185855807,-0.16451140099023315,0.1557070814399298,-1.0778621289498782,0.1917644069762141,False,True,True,False,True,False,False,False,False,True,False,False,False
0,-1.0109093429124179,1.0617867539482457,-1.5756862740979403,1,-1.0261667362455194,0.24620020465769926,-0.6780493930322936,0,0.7626976284195812,0.26623257679518353,0.24198831185855807,-0.5502079870438897,-0.6201892226844657,1.754054456494842,1.0309130314908046,False,True,True,False,True,False,False,False,True,False,False,False,False
0,-1.0109093429124179,0.08504925188071055,-1.5756862740979403,1,0.3796721288811475,1.1532535902386967,-0.6780493930322936,1,1.855984331273588,-0.6589728319256667,0.24198831185855807,-0.2930769296747854,0.1557070814399298,0.33809616377248186,1.1188238397732855,False,True,True,False,True,False,False,False,True,False,False,True,False
0,2.4441291486822943,2.038524256015781,1.1697805251007627,0,0.3796721288811475,1.1532535902386967,-0.6780493930322936,0,-1.1505541015749308,1.1914379855160337,-0.9320143892374165,-0.16451140099023315,-0.6201892226844657,0.33809616377248186,1.1507914064214602,True,False,True,False,True,False,False,False,False,True,False,False,True
0,-0.270543951856408,-0.8916882501868245,-0.6605306743650393,0,-1.0261667362455194,0.24620020465769926,0.9237707881769818,1,-0.8772324258614291,1.1914379855160337,0.24198831185855807,2.2782336440162587,-0.6201892226844657,-1.0778621289498782,1.1188238397732855,False,True,True,False,True,False,False,False,False,True,False,False,False
0,1.950552221311621,0.08504925188071055,-1.5756862740979403,0,0.3796721288811475,-1.5679065665042957,1.7246808787816195,0,-1.1505541015749308,1.1914379855160337,-0.9320143892374165,2.1496681153317065,0.1557070814399298,-1.0778621289498782,0.5004167746137647,False,True,False,True,True,False,False,False,False,False,True,False,True
0,-0.14714972001373974,0.08504925188071055,0.2546249253678617,0,0.3796721288811475,0.24620020465769926,-0.6780493930322936,0,-0.6039107501479274,-0.6589728319256667,2.5899937140505074,0.7354472998016324,-0.6201892226844657,0.33809616377248186,1.2751097211643625,False,True,True,False,False,False,True,False,False,False,False,False,False
0,-0.14714972001373974,0.08504925188071055,1.1697805251007627,0,0.3796721288811475,0.24620020465769926,-0.27759434772997477,1,-0.3305890744344257,0.26623257679518353,2.5899937140505074,1.2497094145398413,-0.6201892226844657,0.33809616377248186,-1.246776092191655,False,True,True,False,True,False,False,True,False,False,False,False,False
0,0.2230329755142651,0.08504925188071055,-0.6605306743650393,1,-1.0261667362455194,-0.6608531809232983,-0.6780493930322936,0,-0.6039107501479274,0.26623257679518353,-0.9320143892374165,-0.678773515728442,0.1557070814399298,0.33809616377248186,0.9681195970033181,True,False,True,False,True,False,False,False,True,False,False,False,True
0,-0.270543951856408,0.08504925188071055,-0.6605306743650393,1,0.3796721288811475,-1.5679065665042957,-0.27759434772997477,0,0.4893759527060795,0.26623257679518353,0.24198831185855807,1.76397152927805,-0.6201892226844657,0.33809616377248186,-1.9107178610383642,False,True,True,False,True,False,False,False,False,True,False,False,False
0,-1.0109093429124179,0.08504925188071055,-0.6605306743650393,1,0.3796721288811475,-1.5679065665042957,0.523315742874663,0,-0.6039107501479274,1.1914379855160337,0.24198831185855807,-0.8073390444129942,-0.6201892226844657,-1.0778621289498782,-0.2877490927464089,True,False,True,False,True,False,False,False,False,True,False,True,False
1,-0.02375548817107146,0.08504925188071055,1.1697805251007627,1,-1.0261667362455194,0.24620020465769926,-1.0785044383346125,1,0.4893759527060795,-1.584178240646517,0.24198831185855807,-1.193035630466651,-2.171981830933257,-1.0778621289498782,-0.8738211479629483,False,True,True,False,True,False,False,False,False,True,False,True,False
0,-1.0109093429124179,-1.8684257522543597,-1.5756862740979403,0,-1.0261667362455194,0.24620020465769926,1.7246808787816195,0,-1.1505541015749308,1.1914379855160337,-0.9320143892374165,1.121143885855289,-0.6201892226844657,-1.0778621289498782,-1.3761686238628392,True,False,False,True,True,False,False,False,False,False,True,False,True
0,-0.8875151110697495,0.08504925188071055,0.2546249253678617,1,0.3796721288811475,-0.6608531809232983,-1.0785044383346125,0,2.1293060069870897,1.1914379855160337,0.24198831185855807,-0.678773515728442,0.1557070814399298,0.33809616377248186,0.4657721211034274,False,True,True,False,True,False,False,False,False,True,False,True,False
0,-1.0109093429124179,1.0617867539482457,0.2546249253678617,1,0.3796721288811475,-0.6608531809232983,-0.6780493930322936,0,0.4893759527060795,-0.6589728319256667,-0.9320143892374165,-1.3216011591512031,0.9316033855643254,0.33809616377248186,-0.2877490927464089,False,True,True,False,True,False,False,False,False,True,False,False,True
0,-1.0109093429124179,0.08504925188071055,-0.6605306743650393,1,0.3796721288811475,-0.6608531809232983,-0.6780493930322936,0,0.4893759527060795,-0.6589728319256667,1.4159910129545328,-0.16451140099023315,0.1557070814399298,0.33809616377248186,1.1507914064214602,False,True,True,False,True,False,False,False,False,True,False,True,False
0,-0.3939381836990763,0.08504925188071055,-0.6605306743650393,0,1.7855109940078144,1.1532535902386967,0.12286069757234411,0,-0.8772324258614291,-0.6589728319256667,-0.9320143892374165,-0.8073390444129942,0.1557070814399298,0.33809616377248186,-1.4598932031794878,False,True,True,False,True,False,False,False,False,True,False,True,False
0,-0.14714972001373974,1.0617867539482457,0.2546249253678617,0,0.3796721288811475,1.1532535902386967,-0.6780493930322936,0,2.1293060069870897,1.1914379855160337,-0.9320143892374165,-0.03594587230568093,-0.6201892226844657,0.33809616377248186,1.1774310452949392,False,True,True,False,True,False,False,False,True,False,False,False,True
0,-1.0109093429124179,1.0617867539482457,0.2546249253678617,1,-1.0261667362455194,-1.5679065665042957,-1.0785044383346125,0,-0.3305890744344257,-0.6589728319256667,-0.9320143892374165,0.6068817711170802,-0.6201892226844657,0.33809616377248186,1.056769151573887,False,True,False,True,False,False,False,False,False,False,True,False,True
0,-0.3939381836990763,1.0617867539482457,1.1697805251007627,1,0.3796721288811475,-1.5679065665042957,0.523315742874663,1,-0.3305890744344257,-0.6589728319256667,-0.9320143892374165,0.7354472998016324,0.1557070814399298,1.754054456494842,-2.045965258396027,False,True,True,False,False,True,False,False,False,True,False,True,False
0,-0.270543951856408,1.0617867539482457,-1.5756862740979403,1,0.3796721288811475,0.24620020465769926,0.523315742874663,0,-0.6039107501479274,-1.584178240646517,-0.9320143892374165,0.6068817711170802,0.1557070814399298,1.754054456494842,-1.0117204550727221,False,True,True,False,True,False,False,False,False,True,False,False,True
0,-0.5173324155417446,-0.8916882501868245,-0.6605306743650393,1,0.3796721288811475,-0.6608531809232983,2.1251359240839385,1,1.855984331273588,1.1914379855160337,0.24198831185855807,0.6068817711170802,-0.6201892226844657,0.33809616377248186,-1.2185694157373832,False,True,False,False,True,False,False,True,False,False,False,False,False
0,-1.0109093429124179,-1.8684257522543597,1.1697805251007627,1,-1.0261667362455194,1.1532535902386967,-0.6780493930322936,1,-0.8772324258614291,0.26623257679518353,1.4159910129545328,-0.16451140099023315,-1.3960855268088614,-1.0778621289498782,1.1507914064214602,False,True,True,False,True,False,False,False,False,True,False,True,False
0,-1.0109093429124179,0.08504925188071055,-0.6605306743650393,1,-1.0261667362455194,0.24620020465769926,-0.6780493930322936,0,0.7626976284195812,-1.584178240646517,-0.9320143892374165,-0.678773515728442,0.1557070814399298,0.33809616377248186,0.9681195970033181,False,True,True,False,True,False,False,False,False,True,False,False,True
0,-1.0109093429124179,-0.8916882501868245,-1.5756862740979403,1,0.3796721288811475,1.1532535902386967,0.12286069757234411,0,-0.3305890744344257,1.1914379855160337,0.24198831185855807,1.6354060005934978,0.9316033855643254,0.33809616377248186,-1.9053079651440574,False,True,False,True,True,False,False,False,False,False,True,True,False
0,-0.3939381836990763,0.08504925188071055,-0.6605306743650393,0,-2.432005601372186,1.1532535902386967,1.7246808787816195,1,-0.8772324258614291,1.1914379855160337,2.5899937140505074,0.7354472998016324,0.1557070814399298,0.33809616377248186,0.4936803142089768,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-1.0109093429124179,-0.8916882501868245,-1.5756862740979403,1,0.3796721288811475,-0.6608531809232983,-0.6780493930322936,0,-0.057267398720923963,0.26623257679518353,-0.9320143892374165,-0.8073390444129942,-0.6201892226844657,0.33809616377248186,0.8843950176866698,False,True,True,False,True,False,False,False,True,False,False,True,False
0,-0.270543951856408,0.08504925188071055,1.1697805251007627,1,-2.432005601372186,1.1532535902386967,0.523315742874663,0,-1.1505541015749308,-1.584178240646517,-0.9320143892374165,3.3067578734926766,0.1557070814399298,-1.0778621289498782,-1.4907391008224633,False,True,True,False,True,False,False,False,True,False,False,False,True
